,inicio,final,nota,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,grupo,profesor,jornada,diferencia,delta
440,09:09:00,09:45:00,2.0,0.0,0.0,0.5,0.5,0.5,0,0.0,0.0,0.0,0.5,8,Luis Eduardo Palacios Santamaria,Día,0:36:00,0.025
282,09:05:00,09:46:00,1.5,0.5,0.5,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,8,Luis Eduardo Palacios Santamaria,Día,0:41:00,0.02847222222222222
464,09:06:00,10:30:00,1.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,8,Luis Eduardo Palacios Santamaria,Día,1:24:00,0.05833333333333333
40,09:07:00,09:55:00,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,8,Luis Eduardo Palacios Santamaria,Día,0:48:00,0.03333333333333333
64,09:06:00,10:03:00,4.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,8,Luis Eduardo Palacios Santamaria,Día,0:57:00,0.03958333333333333
214,09:13:00,09:56:00,2.0,0.5,0.5,0.0,0.5,0.0,0,0.0,0.0,0.5,0.0,8,Luis Eduardo Palacios Santamaria,Día,0:43:00,0.02986111111111111
426,09:19:00,10:04:00,1.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.5,8,Luis Eduardo Palacios Santamaria,Día,0:45:00,0.03125
255,09:08:00,09:50:00,1.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.5,0.0,8,Luis Eduardo Palacios Santamaria,Día,0:42:00,0.02916666666666667
20,09:22:00,10:22:00,1.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,8,Luis Eduardo Palacios Santamaria,Día,1:00:00,0.04166666666666666
285,09:04:00,09:43:00,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8,Luis Eduardo Palacios Santamaria,Día,0:39:00,0.02708333333333333
14,09:05:00,09:53:00,2.0,0.0,0.5,0.0,0.5,0.5,0,0.0,0.0,0.0,0.5,8,Luis Eduardo Palacios Santamaria,Día,0:48:00,0.03333333333333333
200,09:20:00,10:28:00,1.5,0.5,0.5,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,8,Luis Eduardo Palacios Santamaria,Día,1:08:00,0.04722222222222222
65,09:14:00,10:21:00,2.0,0.0,0.5,0.0,0.0,0.5,0,0.5,0.0,0.5,0.0,31,Luis Humberto Abril Cardenas,Día,1:07:00,0.04652777777777778
115,09:12:00,10:14:00,3.5,0.5,0.5,0.5,0.0,0.5,0,0.5,0.5,0.5,0.0,31,Luis Humberto Abril Cardenas,Día,1:02:00,0.04305555555555556
260,09:26:00,10:02:00,3.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,31,Luis Humberto Abril Cardenas,Día,0:36:00,0.025
127,09:11:00,09:48:00,2.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,31,Luis Humberto Abril Cardenas,Día,0:37:00,0.02569444444444444
466,09:18:00,10:00:00,1.5,0.0,0.5,0.0,0.0,0.0,0,0.5,0.0,0.5,0.0,31,Luis Humberto Abril Cardenas,Día,0:42:00,0.02916666666666667
103,09:13:00,10:13:00,4.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,31,Luis Humberto Abril Cardenas,Día,1:00:00,0.04166666666666666
257,09:12:00,09:54:00,0.5,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,31,Luis Humberto Abril Cardenas,Día,0:42:00,0.02916666666666667
247,09:13:00,10:23:00,3.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,31,Luis Humberto Abril Cardenas,Día,1:10:00,0.04861111111111111
295,09:10:00,09:54:00,2.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,31,Luis Humberto Abril Cardenas,Día,0:44:00,0.03055555555555555
297,09:11:00,10:41:00,1.5,0.0,0.5,0.0,0.0,0.0,0,0.5,0.5,0.0,0.0,31,Luis Humberto Abril Cardenas,Día,1:30:00,0.0625
107,09:30:00,10:11:00,2.5,0.5,0.0,0.0,0.5,0.5,0,0.0,0.5,0.5,0.0,31,Luis Humberto Abril Cardenas,Día,0:41:00,0.02847222222222222
401,09:10:00,10:15:00,1.5,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.5,0.5,31,Luis Humberto Abril Cardenas,Día,1:05:00,0.04513888888888889
154,09:26:00,10:01:00,3.0,0.0,0.0,0.0,0.5,0.5,0,0.5,0.5,0.5,0.5,31,Luis Humberto Abril Cardenas,Día,0:35:00,0.02430555555555556
209,09:27:00,09:56:00,3.0,0.0,0.5,0.0,0.5,0.0,0,0.5,0.5,0.5,0.5,31,Luis Humberto Abril Cardenas,Día,0:29:00,0.02013888888888889
166,09:14:00,10:12:00,1.5,0.5,0.0,0.0,0.5,0.5,0,0.0,0.0,0.0,0.0,31,Luis Humberto Abril Cardenas,Día,0:58:00,0.04027777777777778
225,09:14:00,10:15:00,1.0,0.0,0.5,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,31,Luis Humberto Abril Cardenas,Día,1:01:00,0.04236111111111111
24,09:08:00,10:08:00,1.5,0.5,0.0,0.5,0.0,0.0,0,0.5,0.0,0.0,0.0,31,Luis Humberto Abril Cardenas,Día,1:00:00,0.04166666666666666
183,09:14:00,10:22:00,3.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,31,Luis Humberto Abril Cardenas,Día,1:08:00,0.04722222222222222
371,09:19:00,10:10:00,2.5,0.5,0.0,0.5,0.0,0.5,0,0.5,0.0,0.5,0.0,31,Luis Humberto Abril Cardenas,Día,0:51:00,0.03541666666666667
28,09:14:00,09:53:00,4.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31,Luis Humberto Abril Cardenas,Día,0:39:00,0.02708333333333333
403,09:12:00,09:47:00,2.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.5,31,Luis Humberto Abril Cardenas,Día,0:35:00,0.02430555555555556
2,09:24:00,10:04:00,1.0,0.0,0.5,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,6,Nelly Alexandra Cabas Peña,Día,0:40:00,0.02777777777777778
501,09:13:00,10:18:00,3.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,2,Nelly Alexandra Cabas Peña,Día,1:05:00,0.04513888888888889
494,09:11:00,09:43:00,4.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,Nelly Alexandra Cabas Peña,Día,0:32:00,0.02222222222222222
26,09:28:00,10:19:00,2.5,0.5,0.5,0.0,0.0,0.5,0,0.5,0.0,0.5,0.0,6,Nelly Alexandra Cabas Peña,Día,0:51:00,0.03541666666666667
299,09:19:00,10:52:00,5.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6,Nelly Alexandra Cabas Peña,Día,1:33:00,0.06458333333333334
89,09:13:00,09:54:00,2.0,0.5,0.0,0.0,0.0,0.5,0,0.5,0.0,0.0,0.5,6,Nelly Alexandra Cabas Peña,Día,0:41:00,0.02847222222222222
275,09:09:00,10:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,Nelly Alexandra Cabas Peña,Día,0:55:00,0.03819444444444445
78,09:04:00,10:13:00,1.5,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.5,0.5,2,Nelly Alexandra Cabas Peña,Día,1:09:00,0.04791666666666667
272,09:15:00,10:08:00,3.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,2,Nelly Alexandra Cabas Peña,Día,0:53:00,0.03680555555555556
43,09:03:00,10:01:00,2.5,0.5,0.0,0.5,0.0,0.0,0,0.5,0.5,0.0,0.5,2,Nelly Alexandra Cabas Peña,Día,0:58:00,0.04027777777777778
481,09:23:00,10:13:00,1.5,0.0,0.0,0.5,0.0,0.0,0,0.5,0.5,0.0,0.0,2,Nelly Alexandra Cabas Peña,Día,0:50:00,0.03472222222222222
458,09:23:00,10:44:00,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,2,Nelly Alexandra Cabas Peña,Día,1:21:00,0.05625
353,09:25:00,10:19:00,2.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,6,Nelly Alexandra Cabas Peña,Día,0:54:00,0.0375
251,09:24:00,10:16:00,2.0,0.5,0.0,0.5,0.0,0.5,0,0.0,0.0,0.0,0.5,6,Nelly Alexandra Cabas Peña,Día,0:52:00,0.03611111111111111
315,09:20:00,10:39:00,2.5,0.5,0.0,0.0,0.5,0.5,0,0.5,0.5,0.0,0.0,2,Nelly Alexandra Cabas Peña,Día,1:19:00,0.05486111111111111
437,09:09:00,09:58:00,2.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,6,Nelly Alexandra Cabas Peña,Día,0:49:00,0.03402777777777777
329,09:05:00,10:02:00,0.5,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6,Nelly Alexandra Cabas Peña,Día,0:57:00,0.03958333333333333
153,09:05:00,10:07:00,2.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,2,Nelly Alexandra Cabas Peña,Día,1:02:00,0.04305555555555556
393,09:07:00,10:04:00,4.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,2,Nelly Alexandra Cabas Peña,Día,0:57:00,0.03958333333333333
162,09:11:00,10:35:00,2.5,0.5,0.5,0.0,0.0,0.5,0,0.0,0.0,0.5,0.5,6,Nelly Alexandra Cabas Peña,Día,1:24:00,0.05833333333333333
229,09:14:00,10:00:00,1.5,0.0,0.0,0.0,0.5,0.0,0,0.5,0.0,0.5,0.0,6,Nelly Alexandra Cabas Peña,Día,0:46:00,0.03194444444444444
405,09:05:00,10:30:00,2.0,0.0,0.5,0.0,0.5,0.0,0,0.0,0.5,0.5,0.0,2,Nelly Alexandra Cabas Peña,Día,1:25:00,0.05902777777777778
221,09:11:00,09:54:00,3.0,0.0,0.5,0.5,0.5,0.5,0,0.0,0.0,0.5,0.5,6,Nelly Alexandra Cabas Peña,Día,0:43:00,0.02986111111111111
187,09:07:00,09:56:00,3.5,0.5,0.5,0.5,0.5,0.0,0,0.5,0.0,0.5,0.5,2,Nelly Alexandra Cabas Peña,Día,0:49:00,0.03402777777777777
189,09:08:00,10:30:00,1.5,0.0,0.5,0.5,0.0,0.0,0,0.0,0.0,0.5,0.0,6,Nelly Alexandra Cabas Peña,Día,1:22:00,0.05694444444444444
190,09:13:00,09:38:00,3.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,6,Nelly Alexandra Cabas Peña,Día,0:25:00,0.01736111111111111
194,09:13:00,10:03:00,2.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2,Nelly Alexandra Cabas Peña,Día,0:50:00,0.03472222222222222
366,09:06:00,10:17:00,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,6,Nelly Alexandra Cabas Peña,Día,1:11:00,0.04930555555555555
203,09:06:00,09:45:00,2.0,0.0,0.5,0.0,0.0,0.0,0,0.5,0.5,0.0,0.5,6,Nelly Alexandra Cabas Peña,Día,0:39:00,0.02708333333333333
219,09:18:00,10:22:00,3.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,6,Nelly Alexandra Cabas Peña,Día,1:04:00,0.04444444444444445
135,09:10:00,10:00:00,2.0,0.5,0.0,0.5,0.5,0.5,0,0.0,0.0,0.0,0.0,6,Nelly Alexandra Cabas Peña,Día,0:50:00,0.03472222222222222
276,09:07:00,09:54:00,0.5,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,2,Nelly Alexandra Cabas Peña,Día,0:47:00,0.03263888888888889
352,09:07:00,10:29:00,2.5,0.0,0.5,0.5,0.5,0.0,0,0.5,0.0,0.5,0.0,6,Nelly Alexandra Cabas Peña,Día,1:22:00,0.05694444444444444
239,09:17:00,10:15:00,2.5,0.5,0.0,0.5,0.0,0.0,0,0.0,0.5,0.5,0.5,2,Nelly Alexandra Cabas Peña,Día,0:58:00,0.04027777777777778
435,09:04:00,09:56:00,1.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,6,Nelly Alexandra Cabas Peña,Día,0:52:00,0.03611111111111111
130,09:22:00,10:40:00,1.5,0.5,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.5,2,Nelly Alexandra Cabas Peña,Día,1:18:00,0.05416666666666667
414,09:06:00,10:04:00,2.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,2,Nelly Alexandra Cabas Peña,Día,0:58:00,0.04027777777777778
125,09:43:00,10:29:00,1.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,2,Nelly Alexandra Cabas Peña,Día,0:46:00,0.03194444444444444
119,09:15:00,10:05:00,3.0,0.0,0.5,0.5,0.5,0.5,0,0.5,0.0,0.0,0.5,2,Nelly Alexandra Cabas Peña,Día,0:50:00,0.03472222222222222
102,09:11:00,10:10:00,1.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.5,0.0,32,Oscar David Murcia Portilla,Día,0:59:00,0.04097222222222222
314,09:27:00,10:43:00,2.5,0.5,0.0,0.5,0.5,0.0,0,0.0,0.5,0.5,0.0,32,Oscar David Murcia Portilla,Día,1:16:00,0.05277777777777778
341,09:35:00,10:16:00,2.5,0.5,0.5,0.0,0.5,0.5,0,0.0,0.5,0.0,0.0,32,Oscar David Murcia Portilla,Día,0:41:00,0.02847222222222222
324,09:10:00,09:49:00,1.5,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.5,0.5,32,Oscar David Murcia Portilla,Día,0:39:00,0.02708333333333333
489,09:10:00,10:13:00,2.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,32,Oscar David Murcia Portilla,Día,1:03:00,0.04375
216,09:20:00,09:53:00,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5,32,Oscar David Murcia Portilla,Día,0:33:00,0.02291666666666667
10,09:21:00,10:16:00,1.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,32,Oscar David Murcia Portilla,Día,0:55:00,0.03819444444444445
356,09:15:00,09:56:00,1.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,32,Oscar David Murcia Portilla,Día,0:41:00,0.02847222222222222
105,09:11:00,09:59:00,4.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,32,Oscar David Murcia Portilla,Día,0:48:00,0.03333333333333333
364,09:10:00,10:25:00,3.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,32,Oscar David Murcia Portilla,Día,1:15:00,0.05208333333333334
100,09:11:00,10:09:00,2.5,0.0,0.0,0.5,0.0,0.5,0,0.5,0.5,0.5,0.0,32,Oscar David Murcia Portilla,Día,0:58:00,0.04027777777777778
422,09:11:00,10:01:00,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,32,Oscar David Murcia Portilla,Día,0:50:00,0.03472222222222222
421,09:14:00,10:31:00,1.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.5,0.0,32,Oscar David Murcia Portilla,Día,1:17:00,0.05347222222222222
320,09:17:00,09:55:00,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,32,Oscar David Murcia Portilla,Día,0:38:00,0.02638888888888889
157,09:14:00,10:26:00,1.0,0.5,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,32,Oscar David Murcia Portilla,Día,1:12:00,0.05
480,09:11:00,10:27:00,1.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,32,Oscar David Murcia Portilla,Día,1:16:00,0.05277777777777778
86,09:14:00,10:14:00,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,32,Oscar David Murcia Portilla,Día,1:00:00,0.04166666666666666
45,09:16:00,09:58:00,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,32,Oscar David Murcia Portilla,Día,0:42:00,0.02916666666666667
328,09:12:00,10:30:00,3.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,32,Oscar David Murcia Portilla,Día,1:18:00,0.05416666666666667
471,09:27:00,10:34:00,1.0,0.5,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,32,Oscar David Murcia Portilla,Día,1:07:00,0.04652777777777778
468,09:11:00,10:05:00,1.5,0.0,0.0,0.5,0.0,0.0,0,0.5,0.0,0.0,0.5,32,Oscar David Murcia Portilla,Día,0:54:00,0.0375
310,09:11:00,10:05:00,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5,32,Oscar David Murcia Portilla,Día,0:54:00,0.0375
474,09:11:00,10:16:00,1.5,0.0,0.0,0.0,0.0,0.5,0,0.0,0.5,0.0,0.5,32,Oscar David Murcia Portilla,Día,1:05:00,0.04513888888888889
